Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Actual Count,Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Actinocyclus sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,2.00002,2835.31318,1417.64249
Amphora sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,4706.05043,220.01608
Asterionella formosa,BACILLARIOPHYTA,2/8/2017,4.0,2,10,213.89574,68166.43487,318.69000
Aulacoseira alpigena,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,4521.03254,211.36618
Aulacoseira granulata,BACILLARIOPHYTA,2/8/2017,4.0,2,3,64.16872,93538.60437,1457.69776
Aulacoseira sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,4,85.55830,81711.88428,955.04336
Cocconeis pediculus,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,30692.35456,1434.92123
Cocconeis placentula,BACILLARIOPHYTA,2/8/2017,4.0,2,6,128.33745,48382.03674,376.99080
Craticula buderi,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,7257.30551,339.29172
Cyclostephanos sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,2,42.77915,72774.64693,1701.17099
Cyclotella sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,10079.59099,471.23850
Diploneis sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,4031.83640,188.49540
Eunotia sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,2.00002,1621.07657,810.53022
Fragilaria crotonensis,BACILLARIOPHYTA,2/8/2017,4.0,2,2,4.00004,1828.42357,457.10135
Fragilaria sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,3,64.16872,13859.43761,215.98431
Gomphonema parvulum,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,3657.17219,170.97919
Gomphonema sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,2,42.77915,2902.92221,67.85834
Navicula spp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,2.00002,819.96315,409.97750
Navicula spp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,43342.24125,2026.32555
Nitzschia acicularis,BACILLARIOPHYTA,2/8/2017,4.0,2,3,64.16872,16459.27755,256.50000
Nitzschia fonticola,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,2560.33206,119.70000
Nitzschia fruticosa,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,7700.24681,360.00000
Nitzschia linearis,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,63655.37362,2976.00000
Nitzschia spp.,BACILLARIOPHYTA,2/8/2017,4.0,2,4,85.55830,7914.14255,92.50000
Planothidium frequentissimum,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,2771.88752,129.59059
Rhopalodia sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,2.00002,240.03624,120.01692
Tabellaria sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,2.00002,516.82514,258.41000
Thalassiosira spp.,BACILLARIOPHYTA,2/8/2017,4.0,2,12,256.67489,146355.66110,570.19859
Ulnaria sp.,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,225782.83810,10555.74240
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,4.0,2,38,812.80383,68944.40236,84.82293
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,4.0,2,80,1711.16596,813087.00640,475.16549
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,4.0,2,1,21.38957,14111.42738,659.73390
Monoraphidium contortum,CHLOROPHYTA,2/8/2017,4.0,2,3,64.16872,1881.52365,29.32151
Monoraphidium sp.,CHLOROPHYTA,2/8/2017,4.0,2,1,21.38957,1343.94547,62.83180
Scenedesmus sp.,CHLOROPHYTA,2/8/2017,4.0,2,6,128.33745,1612.73456,12.56636
Mallomonas sp.,CHRYSOPHYCEAE,2/8/2017,4.0,2,1,21.38957,6450.93823,301.59264
Unknown Chrysophyte,CHRYSOPHYCEAE,2/8/2017,4.0,2,1,21.38957,1623.93410,75.92176
Cryptomonas marssonii,CRYPTOPHYTA,2/8/2017,4.0,2,1,21.38957,15052.18921,703.71616
Cryptomonas spp.,CRYPTOPHYTA,2/8/2017,4.0,2,5,106.94787,75260.94604,703.71616
Plagioselmis nannoplanctica,CRYPTOPHYTA,2/8/2017,4.0,2,1,21.38957,8399.65916,392.69875
Plagioselmis prolonga,CRYPTOPHYTA,2/8/2017,4.0,2,9,192.50617,35480.16028,184.30661
Unknown Cryptophyte,CRYPTOPHYTA,2/8/2017,4.0,2,3,64.16872,6047.75459,94.24770
Eucapsis microscopica,CYANOPHYCEAE,2/8/2017,4.0,2,354,757190.93620,202989.52300,0.26808
Planktothrix sp.,CYANOPHYCEAE,2/8/2017,4.0,2,961,20555.38106,170805.05300,8.30951
Unknown Dinoflagellate,DINOPHYCEAE,2/8/2017,4.0,2,1,21.38957,5599.77277,261.79917
Achnanthidium minutissimum,BACILLARIOPHYTA,2/8/2017,6.0,2,5,53.47394,2587.09502,48.38049
Achnanthidium sp.,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,856.76523,80.11055
Asterionella formosa,BACILLARIOPHYTA,2/8/2017,6.0,2,2,21.38957,13062.30886,610.68578
Aulacoseira alpigena,BACILLARIOPHYTA,2/8/2017,6.0,2,2,21.38957,6047.75459,282.74310
Aulacoseira sp.,BACILLARIOPHYTA,2/8/2017,6.0,2,6,64.16872,54429.79134,848.22930
Aulacoseira sp.,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,19873.59356,1858.25049
Cocconeis placentula,BACILLARIOPHYTA,2/8/2017,6.0,2,4,42.77915,12901.87646,301.59264
Craticula buderi,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,3779.84662,353.42888
Cyclotella sp.,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,8399.65916,785.39750
Diatoma moniliformis,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,3061.67576,286.27739
Diatoma vulgaris,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,14570.04877,1362.35050
Encyonema silesiacum,BACILLARIOPHYTA,2/8/2017,6.0,2,2,21.38957,4962.72030,232.01585
Eunotia sp.,BACILLARIOPHYTA,2/8/2017,6.0,2,1,1.00001,3722.82118,3722.78415
Fragilaria construens,BACILLARIOPHYTA,2/8/2017,6.0,2,2,21.38957,806.36728,37.69908
Fragilaria crotonensis,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,9827.60121,918.91508
Gomphoneis minuta,BACILLARIOPHYTA,2/8/2017,6.0,2,1,1.00001,8444.67792,8444.59392
Navicula capitatoradiata,BACILLARIOPHYTA,2/8/2017,6.0,2,2,21.38957,26878.90930,1256.63600
Navicula spp.,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,7660.48915,716.28252
Nitzschia dissipata,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,1684.42899,157.50000
Nitzschia inconspicua,BACILLARIOPHYTA,2/8/2017,6.0,2,2,21.38957,641.68723,30.00000
Nitzschia palea,BACILLARIOPHYTA,2/8/2017,6.0,2,1,1.00001,180.00179,180.00000
Nitzschia spp.,BACILLARIOPHYTA,2/8/2017,6.0,2,8,85.55830,4363.47319,51.00000
Staurosira sp.,BACILLARIOPHYTA,2/8/2017,6.0,2,5,53.47394,8819.64211,164.93348
Thalassiosira spp.,BACILLARIOPHYTA,2/8/2017,6.0,2,1,10.69479,2687.89093,251.32720
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,6.0,2,43,459.87585,36450.82489,79.26232
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,6.0,2,39,417.09670,262069.36570,628.31800
Ankistrodesmus arcuatus,CHLOROPHYTA,2/8/2017,6.0,2,1,18.15950,1711.49124,94.24770
Chlamydomonas spp.,CHLOROPHYTA,2/8/2017,6.0,2,3,32.08436,8601.25098,268.08235
Closteriopsis acicularis,CHLOROPHYTA,2/8/2017,6.0,2,1,1.00001,508.94264,508.93758
Monoraphidium contortum,CHLOROPHYTA,2/8/2017,6.0,2,11,117.64266,1539.93751,13.08996
Monoraphidium sp.,CHLOROPHYTA,2/8/2017,6.0,2,1,10.69479,1075.15637,100.53088
Scenedesmus sp.,CHLOROPHYTA,2/8/2017,6.0,2,7,74.86351,1254.34910,16.75515
Synura sp.,CHRYSOPHYCEAE,2/8/2017,6.0,2,3,32.08436,8544.80527,266.32306
Cryptomonas marssonii,CRYPTOPHYTA,2/8/2017,6.0,2,1,10.69479,4233.42822,395.84034
Cryptomonas spp.,CRYPTOPHYTA,2/8/2017,6.0,2,8,85.55830,25803.75293,301.59264
Plagioselmis nannoplanctica,CRYPTOPHYTA,2/8/2017,6.0,2,5,53.47394,27102.90021,506.84319
Plagioselmis prolonga,CRYPTOPHYTA,2/8/2017,6.0,2,28,299.45404,35525.67523,118.63482
Plagioselmis sp.,CRYPTOPHYTA,2/8/2017,6.0,2,7,74.86351,31358.72752,418.87867
Teleaulax sp.,CRYPTOPHYTA,2/8/2017,6.0,2,3,32.08436,17074.82713,532.18535
Eucapsis microscopica,CYANOPHYCEAE,2/8/2017,6.0,2,365,195179.86700,52324.27677,0.26808
Limnothrix sp.,CYANOPHYCEAE,2/8/2017,6.0,2,57,609.60287,11490.73373,18.84954
Planktothrix sp.,CYANOPHYCEAE,2/8/2017,6.0,2,678,7251.06575,72166.64600,9.95256
Achnanthidium minutissimum,BACILLARIOPHYTA,2/8/2017,13.0,2,5,71.29858,8063.67279,113.09724
Aulacoseira alpigena,BACILLARIOPHYTA,2/8/2017,13.0,2,9,12.00012,2714.36076,226.19448
Chaetoceros sp.,BACILLARIOPHYTA,2/8/2017,13.0,2,1,1.33335,534.07561,400.55273
Cocconeis placentula,BACILLARIOPHYTA,2/8/2017,13.0,2,6,85.55830,37012.25811,432.59694
Eunotogramma dubium,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,2757.77609,193.39628
Fragilaria sp.,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,3117.95348,218.65466
Fragilaria sp.,BACILLARIOPHYTA,2/8/2017,13.0,2,5,71.29858,15959.35240,223.83829
Mayamaea sp.,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,1106.51510,77.59727
Navicula spp.,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,3574.89494,250.69888
Navicula spp.,BACILLARIOPHYTA,2/8/2017,13.0,2,2,2.66669,2680.85013,1005.30880
Nitzschia acicularis,BACILLARIOPHYTA,2/8/2017,13.0,2,3,42.77915,8025.36834,187.60000
Nitzschia dissipata,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,2194.57034,153.90000
Nitzschia inconspicua,BACILLARIOPHYTA,2/8/2017,13.0,2,5,71.29858,1996.36028,28.00000
Nitzschia linearis,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,20320.09574,1425.00000
Nitzschia spp.,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,1411.71192,99.00000
Nitzschia spp.,BACILLARIOPHYTA,2/8/2017,13.0,2,5,71.29858,7154.81266,100.35000
Paralia sulcata,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,5599.77277,392.69875
Rhopalodia sp.,BACILLARIOPHYTA,2/8/2017,13.0,2,1,1.33335,168.03579,126.02559
Staurosira venter,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,1679.93183,117.80963
Thalassiosira spp.,BACILLARIOPHYTA,2/8/2017,13.0,2,5,71.29858,54877.77316,769.68955
Tryblionella balatonis,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,3152.89606,221.10510
Tryblionella levidensis,BACILLARIOPHYTA,2/8/2017,13.0,2,1,14.25972,7055.71369,494.80043
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,13.0,2,1,712.98582,10079.59099,14.13716
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,13.0,2,30,427.79149,33907.74408,79.26232
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,13.0,2,14,199.63603,91442.04944,458.04382
Monoraphidium contortum,CHLOROPHYTA,2/8/2017,13.0,2,2,28.51943,1134.88728,39.79347
Cryptomonas spp.,CRYPTOPHYTA,2/8/2017,13.0,2,1,1.33335,625.53170,469.14411
Plagioselmis nannoplanctica,CRYPTOPHYTA,2/8/2017,13.0,2,2,28.51943,14454.88011,506.84319
Plagioselmis prolonga,CRYPTOPHYTA,2/8/2017,13.0,2,13,185.37631,63090.77322,340.33892
Teleaulax sp.,CRYPTOPHYTA,2/8/2017,13.0,2,5,71.29858,31620.05025,443.48779
Eucapsis microscopica,CYANOPHYCEAE,2/8/2017,13.0,2,507,361483.80850,96907.42767,0.26808
Planktothrix sp.,CYANOPHYCEAE,2/8/2017,13.0,2,285,4064.01915,70067.94077,17.24105
Heterocapsa rotundata,DINOPHYCEAE,2/8/2017,13.0,2,3,42.77915,8063.67279,188.49540
Actinoptychus senarius,BACILLARIOPHYTA,2/8/2017,18.0,2,1,0.40000,299.14518,747.85550
Ceratoneis closterium,BACILLARIOPHYTA,2/8/2017,18.0,2,1,0.40000,75.40075,188.50000
Chaetoceros decipiens,BACILLARIOPHYTA,2/8/2017,18.0,2,8,3.20003,3106.43090,970.75000
Chaetoceros spp.,BACILLARIOPHYTA,2/8/2017,18.0,2,2,11.11147,6278.14524,565.01496
Cocconeis placentula,BACILLARIOPHYTA,2/8/2017,18.0,2,1,7.26380,2409.77967,331.75190
Craticula buderi,BACILLARIOPHYTA,2/8/2017,18.0,2,2,11.11147,4377.42237,393.95539
Cyclotella sp.,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,1013.71887,182.46355
Diploneis sp.,BACILLARIOPHYTA,2/8/2017,18.0,2,1,0.40000,40.08709,100.21672
Encyonema silesiacum,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,1070.50520,192.68476
Fragilaria brevistriata,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,654.51890,117.80963
Fragilaria brevistriata var. trigibba,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,1871.92404,336.93553
Humidophila contenta,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,261.80756,47.12385
Navicula antonii,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,1335.21855,240.33164
Navicula spp.,BACILLARIOPHYTA,2/8/2017,18.0,2,1,7.26380,3316.87003,456.63011
Nitzschia dissipata,BACILLARIOPHYTA,2/8/2017,18.0,2,1,0.40000,162.00161,405.00000
Nitzschia spp.,BACILLARIOPHYTA,2/8/2017,18.0,2,2,11.11147,1115.03574,100.35000
Nitzschia spp.,BACILLARIOPHYTA,2/8/2017,18.0,2,1,0.40000,180.00179,450.00000
Pantocsekiella ocellata,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,519.55710,93.51728
Paralia sulcata,BACILLARIOPHYTA,2/8/2017,18.0,2,2,11.11147,6335.74291,570.19859
Psammothidium sp.,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,235.62680,42.41147
Rhoicosphenia sp.,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,2603.76829,468.66327
Skeletonema sp.,BACILLARIOPHYTA,2/8/2017,18.0,2,139,772.24697,87945.52223,113.88264
Thalassionema nitzschioides,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,2050.06571,369.00000
Thalassiosira spp.,BACILLARIOPHYTA,2/8/2017,18.0,2,12,66.66880,36454.08439,546.79374
Thalassiosira spp.,BACILLARIOPHYTA,2/8/2017,18.0,2,1,0.40000,307.87888,769.68955
Thalassiothrix sp.,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,19000.60901,3420.00000
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,18.0,2,1,427.79149,13009.39210,30.41059
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,18.0,2,56,311.12108,24660.17752,79.26232
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,471.25360,84.82293
Unknown Diatom,BACILLARIOPHYTA,2/8/2017,18.0,2,1,5.55573,475.01523,85.50000
Monoraphidium contortum,CHLOROPHYTA,2/8/2017,18.0,2,4,22.22293,549.79587,24.74002
Monoraphidium tortile,CHLOROPHYTA,2/8/2017,18.0,2,1,5.55573,197.81016,35.60469
Pyramimonas spp.,CHLOROPHYTA,2/8/2017,18.0,2,1,5.55573,75.92419,13.66592
Unknown Chlorophyte,CHLOROPHYTA,2/8/2017,18.0,2,1,5.55573,133.52185,24.03316
Unknown Chlorophyte,CHLOROPHYTA,2/8/2017,18.0,2,2,11.11147,575.97663,51.83624
Unknown Chrysophyte,CHRYSOPHYCEAE,2/8/2017,18.0,2,1,5.55573,3141.69070,565.48620
Plagioselmis prolonga,CRYPTOPHYTA,2/8/2017,18.0,2,31,172.22774,58615.80329,340.33892
Rhodomonas sp.,CRYPTOPHYTA,2/8/2017,18.0,2,1,5.55573,4670.35594,840.63712
Teleaulax sp.,CRYPTOPHYTA,2/8/2017,18.0,2,23,127.78187,43489.14438,340.33892
Cylindrospermopsis raciborskii,CYANOPHYCEAE,2/8/2017,18.0,2,23,127.78187,975.49496,7.63406
Eucapsis microscopica,CYANOPHYCEAE,2/8/2017,18.0,2,272,116359.28510,31193.87021,0.26808
Planktothrix sp.,CYANOPHYCEAE,2/8/2017,18.0,2,419,2327.85239,49363.81509,21.20573
Unknown Cyanophyte,CYANOPHYCEAE,2/8/2017,18.0,2,27,150.00481,150.80115,1.00531
Heterocapsa rotundata,DINOPHYCEAE,2/8/2017,18.0,2,9,50.00160,5236.15116,104.71967
Unknown Euglenophyte,EUGLENOPHYTA,2/8/2017,18.0,2,2,11.11147,5497.95872,494.80043
Chaetoceros sp.,BACILLARIOPHYTA,2/17/2017,27.0,2,2,8.55583,3420.34121,399.76733
Craticula accomoda,BACILLARIOPHYTA,2/17/2017,27.0,2,1,0.40000,118.75328,296.88026
Nitzschia spp.,BACILLARIOPHYTA,2/17/2017,27.0,2,1,7.26380,283.28822,39.00000
Pantocsekiella ocellata,BACILLARIOPHYTA,2/17/2017,27.0,2,4,17.11166,4300.62549,251.32720
Paralia sulcata,BACILLARIOPHYTA,2/17/2017,27.0,2,1,0.40000,188.49728,471.23850
Skeletonema sp.,BACILLARIOPHYTA,2/17/2017,27.0,2,17,72.72455,9607.19416,132.10386
Stephanodiscus sp.,BACILLARIOPHYTA,2/17/2017,27.0,2,1,7.26380,12356.96678,1701.17099
Thalassiosira spp.,BACILLARIOPHYTA,2/17/2017,27.0,2,2,8.55583,10321.50117,1206.37056
Unknown Diatom,BACILLARIOPHYTA,2/17/2017,27.0,2,7,29.94540,2540.05693,84.82293
Unknown Diatom,BACILLARIOPHYTA,2/17/2017,27.0,2,2,8.55583,5678.16959,663.66089
Monoraphidium contortum,CHLOROPHYTA,2/17/2017,27.0,2,3,12.83374,316.09597,24.63007
Monoraphidium tortile,CHLOROPHYTA,2/17/2017,27.0,2,1,4.27791,259.82946,60.73741
Pyramimonas spp.,CHLOROPHYTA,2/17/2017,27.0,2,1,4.27791,60.47755,14.13716
Unknown Chlorophyte,CHLOROPHYTA,2/17/2017,27.0,2,1,4.27791,60.47755,14.13716
Unknown Chlorophyte,CHLOROPHYTA,2/17/2017,27.0,2,1,4.27791,206.43002,48.25482
Unknown Chlorophyte,CHLOROPHYTA,2/17/2017,27.0,2,5,21.38957,2419.10184,113.09724
Plagioselmis prolonga,CRYPTOPHYTA,2/17/2017,27.0,2,57,243.84115,82988.63247,340.33892
Teleaulax sp.,CRYPTOPHYTA,2/17/2017,27.0,2,6,25.66749,20441.41052,796.39307
Eucapsis microscopica,CYANOPHYCEAE,2/17/2017,27.0,2,276,1180.70451,316.52604,0.26808
Heterocapsa rotundata,DINOPHYCEAE,2/17/2017,27.0,2,4,17.11166,1971.12002,115.19163
Prorocentrum cordatum,DINOPHYCEAE,2/17/2017,27.0,2,1,4.27791,6473.33732,1513.19918
Unknown Euglenophyte,EUGLENOPHYTA,2/17/2017,27.0,2,16,68.44664,37072.46686,541.62582
Chaetoceros sp.,BACILLARIOPHYTA,2/17/2017,36.0,2,1,10.69479,6005.75630,561.55921
Cyclotella sp.,BACILLARIOPHYTA,2/17/2017,36.0,2,1,10.69479,2519.89775,235.61925
Cyclotella sp.,BACILLARIOPHYTA,2/17/2017,36.0,2,1,1.00001,2714.36076,2714.33376
Nitzschia dissipata,BACILLARIOPHYTA,2/17/2017,36.0,2,1,1.00001,72.00072,72.00000
Nitzschia spp.,BACILLARIOPHYTA,2/17/2017,36.0,2,6,64.16872,6063.94436,94.50000
Pantocsekiella ocellata,BACILLARIOPHYTA,2/17/2017,36.0,2,3,32.08436,9103.13061,283.72485
Paralia sulcata,BACILLARIOPHYTA,2/17/2017,36.0,2,3,32.08436,15245.38137,475.16549
Planothidium frequentissimum,BACILLARIOPHYTA,2/17/2017,36.0,2,1,10.69479,1335.54581,124.87820
Skeletonema sp.,BACILLARIOPHYTA,2/17/2017,36.0,2,6,64.16872,7307.70347,113.88264
Thalassiosira spp.,BACILLARIOPHYTA,2/17/2017,36.0,2,4,42.77915,17202.50195,402.12352
Tryblionella apiculata,BACILLARIOPHYTA,2/17/2017,36.0,2,1,10.69479,4535.81595,424.11465
Tryblionella sp.,BACILLARIOPHYTA,2/17/2017,36.0,2,1,10.69479,12599.48873,1178.09625
Unknown Diatom,BACILLARIOPHYTA,2/17/2017,36.0,2,1,1069.47872,30868.74740,28.86336
Unknown Diatom,BACILLARIOPHYTA,2/17/2017,36.0,2,3,32.08436,3495.60216,108.95034
Unknown Diatom,BACILLARIOPHYTA,2/17/2017,36.0,2,37,395.70713,43112.42657,108.95034
Unknown Diatom,BACILLARIOPHYTA,2/17/2017,36.0,2,4,42.77915,107632.33870,2516.00000
Unknown Diatom,BACILLARIOPHYTA,2/17/2017,36.0,2,1,10.69479,29029.22205,2714.33376
Monoraphidium contortum,CHLOROPHYTA,2/17/2017,36.0,2,1,10.69479,470.38091,43.98226
Oocystis parva,CHLOROPHYTA,2/17/2017,36.0,2,12,128.33745,3628.65276,28.27431
Pyramimonas spp.,CHLOROPHYTA,2/17/2017,36.0,2,6,64.16872,1209.55092,18.84954
Unknown Chlorophyte,CHLOROPHYTA,2/17/2017,36.0,2,1,10.69479,341.02616,31.88714
Unknown Chlorophyte,CHLOROPHYTA,2/17/2017,36.0,2,2,21.38957,2185.16573,102.16032
Unknown Chrysophyte,CHRYSOPHYCEAE,2/17/2017,36.0,2,1,10.69479,1189.39174,111.21229
Plagioselmis prolonga,CRYPTOPHYTA,2/17/2017,36.0,2,96,1026.69957,121802.31510,118.63482
Teleaulax sp.,CRYPTOPHYTA,2/17/2017,36.0,2,3,32.08436,11591.52964,361.28285
Eucapsis microscopica,CYANOPHYCEAE,2/17/2017,36.0,2,251,268439.15960,71963.79984,0.26808
Planktothrix sp.,CYANOPHYCEAE,2/17/2017,36.0,2,292,3122.87787,29432.40568,9.42477
Heterocapsa rotundata,DINOPHYCEAE,2/17/2017,36.0,2,53,566.82372,59357.59137,104.71967
Prorocentrum cordatum,DINOPHYCEAE,2/17/2017,36.0,2,1,10.69479,16183.34331,1513.19918
Unknown Euglenophyte,EUGLENOPHYTA,2/17/2017,36.0,2,3,32.08436,11654.52708,363.24634
Achnanthidium minutissimum,BACILLARIOPHYTA,3/7/2017,18.0,2,1,4.27791,206.96760,48.38049
Cocconeis sp.,BACILLARIOPHYTA,3/7/2017,18.0,2,1,4.27791,834.59013,195.09274
Cyclostephanos sp.,BACILLARIOPHYTA,3/7/2017,18.0,2,6,25.66749,10079.59099,392.69875
Cyclotella sp.,BACILLARIOPHYTA,3/7/2017,18.0,2,2,8.55583,2150.31274,251.32720
Cyclotella sp.,BACILLARIOPHYTA,3/7/2017,18.0,2,3,12.83374,5160.75059,402.12352
Diploneis sp.,BACILLARIOPHYTA,3/7/2017,18.0,2,1,4.27791,665.25301,155.50871
Navicula spp.,BACILLARIOPHYTA,3/7/2017,18.0,2,2,8.55583,2455.38837,286.98425
Nitzschia acicularis,BACILLARIOPHYTA,3/7/2017,18.0,2,2,8.55583,3349.60736,391.50000
Nitzschia spp.,BACILLARIOPHYTA,3/7/2017,18.0,2,12,51.33498,5775.18511,112.50000
Planothidium frequentissimum,BACILLARIOPHYTA,3/7/2017,18.0,2,1,4.27791,846.68564,197.92017
Planothidium lanceolatum,BACILLARIOPHYTA,3/7/2017,18.0,2,1,4.27791,1028.11828,240.33164
Sellaphora sp.,BACILLARIOPHYTA,3/7/2017,18.0,2,1,4.27791,898.36213,210.00000
Skeletonema sp.,BACILLARIOPHYTA,3/7/2017,18.0,2,21,89.83621,8255.18502,91.89151
Skeletonema sp.,BACILLARIOPHYTA,3/7/2017,18.0,2,11,47.05706,6652.53005,141.37155
Thalassiosira spp.,BACILLARIOPHYTA,3/7/2017,18.0,2,19,81.28038,24717.84499,304.10591
Tryblionella debilis,BACILLARIOPHYTA,3/7/2017,18.0,2,1,4.27791,1612.73456,376.99080
Unknown Diatom,BACILLARIOPHYTA,3/7/2017,18.0,2,29,124.05953,9833.24578,79.26232
Unknown Diatom,BACILLARIOPHYTA,3/7/2017,18.0,2,1,4.27791,1075.15637,251.32720
Chlorella sp.,CHLOROPHYTA,3/7/2017,18.0,2,2,8.55583,559.97728,65.44979
Monoraphidium contortum,CHLOROPHYTA,3/7/2017,18.0,2,6,25.66749,698.85164,27.22711
Pyramimonas spp.,CHLOROPHYTA,3/7/2017,18.0,2,1,4.27791,60.47755,14.13716
Tetradesmus dimorphus,CHLOROPHYTA,3/7/2017,18.0,2,4,1.60002,73.62285,46.01382
Unknown Chlorophyte,CHLOROPHYTA,3/7/2017,18.0,2,6,25.66749,2419.10184,94.24770
Mallomonas sp.,CHRYSOPHYCEAE,3/7/2017,18.0,2,1,0.40000,227.87226,569.67499
Unknown Chrysophyte,CHRYSOPHYCEAE,3/7/2017,18.0,2,2,8.55583,1128.91419,131.94678
Cryptomonas spp.,CRYPTOPHYTA,3/7/2017,18.0,2,2,8.55583,3314.34871,387.37899
Plagioselmis nannoplanctica,CRYPTOPHYTA,3/7/2017,18.0,2,2,8.55583,4336.46403,506.84319
Plagioselmis prolonga,CRYPTOPHYTA,3/7/2017,18.0,2,50,213.89574,39422.40031,184.30661
Teleaulax sp.,CRYPTOPHYTA,3/7/2017,18.0,2,29,124.05953,62878.72849,506.84319
Eucapsis microscopica,CYANOPHYCEAE,3/7/2017,18.0,2,288,123203.94890,33028.80375,0.26808
Limnothrix sp.,CYANOPHYCEAE,3/7/2017,18.0,2,35,149.72702,1411.14274,9.42477
Heterocapsa rotundata,DINOPHYCEAE,3/7/2017,18.0,2,13,55.61289,5823.76368,104.71967
Aulacoseira alpigena,BACILLARIOPHYTA,3/7/2017,22.0,2,3,106.94787,30238.77296,282.74310
Cyclotella sp.,BACILLARIOPHYTA,3/7/2017,22.0,2,2,71.29858,6047.75459,84.82293
Diadesmis sp.,BACILLARIOPHYTA,3/7/2017,22.0,2,1,7.26380,2601.46669,358.14126
Humidophila contenta,BACILLARIOPHYTA,3/7/2017,22.0,2,1,7.26380,342.29825,47.12385
Paralia sulcata,BACILLARIOPHYTA,3/7/2017,22.0,2,1,0.40000,265.46700,663.66089
Sellaphora sp.,BACILLARIOPHYTA,3/7/2017,22.0,2,1,0.40000,464.00462,1160.00000
Skeletonema sp.,BACILLARIOPHYTA,3/7/2017,22.0,2,152,5418.69220,383024.45750,70.68578
